century,link,identifier,author,title,contributors,rights
19,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&version=1.2&startRecord=0&maximumRecords=15&page=1&collapsing=true&exactSearch=false&query=%28dc.creator%20all%20%22hugo%2C%20victor%22%20or%20dc.contributor%20all%20%22hugo%2C%20victor%22%20%29%20&filter=dc.type%20all%20%22monographie%22%20and%20dc.creator%20all%20%22hugo%2C%20victor%20%281802-1885%29.%20auteur%20du%20texte%22,https://gallica.bnf.fr/ark:/12148/bpt6k33382076,"Hugo, Victor (1802-1885) (nouvelle fenêtre)","Contribution aux études sur Victor Hugo... : ébauches et brouillons... notes et documents divers / René Journet, Guy Robert",[],"[""conditions spécifiques d'utilisation - Projet de numérisation des indisponibles"", 'restricted use']"
19,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&version=1.2&startRecord=0&maximumRecords=15&page=1&collapsing=true&exactSearch=false&query=%28dc.creator%20all%20%22Lamartine%2C%20Alphonse%20de%20%22%20or%20dc.contributor%20all%20%22Lamartine%2C%20Alphonse%20de%20%22%20%29%20&filter=dc.creator%20all%20%22lamartine%2C%20alphonse%20de%20%281790-1869%29.%20auteur%20du%20texte%22%20and%20dc.type%20all%20%22monographie%22,https://gallica.bnf.fr/ark:/12148/bpt6k3324748b,"Lamartine, Alphonse de (1790-1869) (nouvelle fenêtre)",Lamartine retrouvé : paysages romantiques / Mireille Védrine,[],"[""conditions spécifiques d'utilisation - Projet de numérisation des indisponibles"", 'restricted use']"
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22Lema%C3%AEtre,%20Jules%20(1853-1914)%20%22%20or%20dc.contributor%20all%20%22Lema%C3%AEtre,%20Jules%20(1853-1914)%20%22%20)%20&suggest=10&keywords=Lema%C3%AEtre,%20Jules%20(1853-1914)",https://gallica.bnf.fr/ark:/12148/cb327468261/date,"Lemaître, Jules (1853-1914) (nouvelle fenêtre)",Conférences faites aux matinées classiques du Théâtre national de l'Odéon,"['Haraucourt, Edmond (1856-1941). Auteur ou responsable intellectuel (autre)', 'Lintilhac, Eugène (1854-1920). Préfacier', 'Manuel, Eugène (1823-1901). Préfacier']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22Lema%C3%AEtre,%20Jules%20(1853-1914)%20%22%20or%20dc.contributor%20all%20%22Lema%C3%AEtre,%20Jules%20(1853-1914)%20%22%20)%20&suggest=10&keywords=Lema%C3%AEtre,%20Jules%20(1853-1914)",https://gallica.bnf.fr/ark:/12148/cb32694497t/date,"Lemaître, Jules (1853-1914) (nouvelle fenêtre)",Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig,"['Sarcey, Francisque (1827-1899). Préfacier', 'Sardou, Victorien (1831-1908). Préfacier', 'Got, Edmond (1822-1901). Préfacier', 'Zola, Émile (1840-1902). Préfacier', 'Berdalle de Lapommeraye, Pierre-Victor-Henri (1839-1891). Préfacier', 'Joncières, Victorin (1839-1903). Préfacier', 'Fouquier, Henry (1838-1901). Préfacier', 'Perrin, Emile (1814-1885). Préfacier', 'Garnier, Charles (1825-1898). Préfacier', 'Pène, Henri de (1830-1888). Préfacier', 'Gounod, Charles (1818-1893). Préfacier', 'Barbier, Jules (1825-1901). Préfacier', 'Claretie, Jules (1840-1913). Préfacier', 'Pessard, Hector (1836-1895). Préfacier', 'Meilhac, Henri (1830-1897). Préfacier', 'Halévy, Ludovic (1834-1908). Préfacier', 'Larroumet, Gustave (1852-1902). Préfacier', 'Lemaître, Jules (1853-1914). Préfacier', 'Brunetière, Ferdinand (1849-1906). Préfacier', 'Duquesnel, Félix (1832-1915). Préfacier', 'Claveau, Anatole (1835-1914). Préfacier', 'Faguet, Émile (1847-1916). Préfacier', 'Filon, Augustin (1841-1916). Préfacier', 'Carré, Albert (1852-1938). Préfacier', 'Muhlfeld, Lucien (1870-1902). Préfacier', 'Hervieu, Paul (1857-1915). Préfacier', 'Mendès, Catulle (1841-1909). Préfacier', 'Capus, Alfred (1858-1922). Préfacier', 'Saint-Saëns, Camille (1835-1921). Préfacier', 'Richepin, Jean (1849-1926). Préfacier', 'Brisson, Adolphe (1860-1925). Préfacier', 'Nozière, Fernand (1874-1931). Préfacier', 'Donnay, Maurice (1859-1945). Préfacier', 'Lavedan, Henri (1859-1940). Préfacier', 'Jullien, Adolphe (1845-1932). Préfacier', 'Flers, Robert de (1872-1927). Préfacier', 'Blum, Léon (1872-1950). Préfacier', 'Hermant, Abel (1862-1950). Préfacier', 'Bidou, Henry (1873-1943). Préfacier', 'Bataille, Henry (1872-1922). Préfacier']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34515900p/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",La Conque (Paris),"['Louÿs, Pierre (1870-1925). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32858610z/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Revue des livres anciens : documents d'histoire littéraire, de bibliographie & de bibliophilie / direction Pierre Louÿs ; rédaction Louis Loviot","['Louÿs, Pierre (1870-1925). Directeur de publication', 'Loviot, Louis (1885-1918). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34398235f/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Compte rendu des travaux de la Société des sciences, arts et belles-lettres de Mâcon","['Cortambert, Pierre Louis (1772-1839). Rédacteur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb327543836/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","La Décade philosophique, littéraire et politique / par une société de républicains","['Ginguené, Pierre-Louis (1748-1816). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32861016w/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","La Revue philosophique, littéraire et politique","['Ginguené, Pierre-Louis (1748-1816). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32800386d/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Journal des sapeurs-pompiers...,"['Schreuder, Pierre-Louis (capitaine des sapeurs-pompiers). Rédacteur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32796964w/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Journal d'économie publique, de morale et de politique / rédigé par Roederer,...","['Roederer, Pierre-Louis (1754-1835). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34503352k/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Le Centaure (Paris. 1896),"['Albert, Henri (1868-1921). Directeur de publication', 'Gide, André (1869-1951). Collaborateur', 'Herold, André-Ferdinand (1865-1940). Collaborateur', 'Lebey, André (1877-1938). Collaborateur', 'Louÿs, Pierre (1870-1925). Collaborateur', 'Régnier, Henri de (1864-1936). Collaborateur', 'Tinan, Jean de (1874-1898). Collaborateur', 'Valéry, Paul (1871-1945). Collaborateur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32802310n/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Journal prophétique,"['Couret de Villeneuve, Louis-Pierre (1749-1806). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32735725z/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Cahiers du quatrième ordre,[],[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32841528v/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","La Poste du matin, ou l'Ami de la patrie, de la liberté, des moeurs et de l'égalité","['Couret de Villeneuve, Louis-Pierre (1749-1806). Directeur de publication', 'Pontard, Pierre (1749-1832). Collaborateur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34400547n/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Les Cahiers politiques (1943),"['Terrenoire, Louis (1908-1992). Éditeur scientifique', 'Teitgen, Pierre-Henri (1908-1997). Éditeur scientifique']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb343481908/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Annales des sciences naturelles. Botanique et biologie végétale / publiées sous la direction de P. Allorge et L. Blaringhem,"['Allorge, Pierre (1891-1944). Directeur de publication', 'Blaringhem, Louis (1878-1958). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb36137018r/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",L'Homme rouge : satire hebdomadaire / par Veyrat et Berthaud,"['Veyrat, Jean-Pierre (1810-1844). Éditeur scientifique', 'Berthaud, Louis Auguste (1810-1843). Éditeur scientifique']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34520232c/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",L'Univers (1867),"['Veuillot, Louis (1813-1883). Rédacteur', 'Veuillot, Pierre (1859-1907). Rédacteur', 'Veuillot, François (1870-1952). Rédacteur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32689659t/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Almanach littéraire ou Etrennes d'Apollon,"[""Aquin de Chateau-Lyon, Pierre-Louis d' (1720-1796?). Rédacteur"", 'Lucas de Rochemont, C J B. Rédacteur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34402278k/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Études historiques et religieuses du Diocèse de Bayonne : comprenant les anciens diocèses de Bayonne, Lescar, Oloron et la partie basque et béarnaise de l'ancien diocèse de Dax / M. l'abbé V. Dubarat, directeur ; M. l'abbé P. Haristoy, fondateur-collaborateur","['Dubarat, Victor (1855-1939). Directeur de publication', 'Haristoy, Pierre (1833-1901). Collaborateur', 'Batcave, Louis (1863-1923). Collaborateur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32814351x/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Mercure étranger, ou Annales de la littérature étrangère","['Duval, Amaury (1760-1838). Directeur de publication', 'Langlès, Louis (1763-1824). Collaborateur', 'Ginguené, Pierre-Louis (1748-1816). Collaborateur', 'Vanderbourg, Charles (1765-1827). Collaborateur', 'Sevelinges, Charles-Louis de (1767-1831). Collaborateur', 'Durdent, René-Jean (1776?-1819). Collaborateur', 'Catteau-Calleville, Jean-Pierre (1759-1819). Collaborateur', 'Berr, Michel (1781-1843). Collaborateur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb327704441/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Les Étoiles,"['Aragon, Louis (1897-1982). Directeur de publication', 'Emmanuel, Pierre (1916-1984). Directeur de publication', 'Sadoul, Georges (1904-1967). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb327981587/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Journal de la Montagne,"['Laveaux, Jean-Charles (1749-1827). Rédacteur', 'Plancher de Valcour, Philippe-Aristide-Louis-Pierre (1751-1815). Rédacteur', 'Rousseau, Thomas (1750-1800). Rédacteur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34452332k/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Le Charivari (Paris. 1832),"['Philipon, Charles (1800-1862). Directeur de publication', 'Huart, Louis (1813-1865). Directeur de publication', 'Véron, Pierre (1831-1900). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb344040624/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Revue d'Alsace,"['Liblin, Joseph (1811-1899). Directeur de publication', 'Ingold, Auguste-Marie-Pierre (1852-1923). Directeur de publication', 'Herbelin, Louis. Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32820245z/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Le Mot (Paris),"['Iribe, Paul (1883-1935). Directeur de publication', 'Vox, Maximilien (1894-1974). Collaborateur', 'Artus, Max-Louis. Collaborateur', 'Legrain, Pierre (1889-1929). Collaborateur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32750320b/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Le Courier de l'Armée des côtes de La Rochelle / publié par les citoyens Richard, Choudieu, Bourbotte, Turreau et Tallien, représentants du peuple, formant la Commission centrale établie par la Convention nationale près cette armée","['Richard, Joseph-Etienne (1761-1834). Éditeur scientifique', 'Choudieu, Pierre-René (1761-1838). Éditeur scientifique', 'Bourbotte, Pierre (1763-1795). Éditeur scientifique', 'Turreau de Linières, Louis (1761-1797). Éditeur scientifique', 'Tallien, Jean-Lambert (1767-1820). Éditeur scientifique']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb327986698/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Journal de Paris,"['Corancez, Olivier de (1734-1810). Directeur de publication', 'Dussieux, Louis (1744-1805). Directeur de publication', 'Cadet de Vaux, Antoine-Alexis (1743-1828). Directeur de publication', 'Roederer, Pierre-Louis (1754-1835). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb327994360/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Journal des connaissances médicales pratiques,"['Tavernier, Alphonse (Dr). Éditeur scientifique', 'Beaude, Jean-Pierre (1800-18..). Éditeur scientifique', 'Beaugrand, Émile (Dr). Éditeur scientifique', 'Caffe, Paul-Louis-Balthasar (1803-1876). Éditeur scientifique', 'Robiquet, Henri-Edmond (1822-1860). Éditeur scientifique', 'Gustin, Louis (02). Éditeur scientifique', 'Boutereau, Léon-Victor (1834-1866). Éditeur scientifique', 'Hébert, Louis (02). Éditeur scientifique']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32860110v/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","La Revue indépendante / publiée par Pierre Leroux, George Sand et Louis Viardot","['Leroux, Pierre (1797-1871). Directeur de publication', 'Sand, George (1804-1876). Directeur de publication', 'Viardot, Louis (1800-1883). Directeur de publication', 'Duprat, Pascal (1815-1885). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32856514k/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Revue britannique, ou Choix d'articles traduits des meilleurs écrits périodiques de la Grande-Bretagne, sur la littérature, les beaux-arts, les arts industriels, l'agriculture, le commerce, l'économie politique, les finances, la législation, etc., etc.","['Saulnier, Sébastien-Louis. Directeur de publication', 'Galibert, Léon (1803-1865?). Directeur de publication', 'Pichot, Amédée (1795-1877). Directeur de publication', 'Pichot, Pierre-Amédée (1841-1921). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb328162247/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","La Minerve française / par MM. Aignan,... Benjamin Constant, Évariste Dumoulin, Étienne, A. Jay, E. Jouy,... Lacretelle aîné... Tissot,...","['Aignan, Étienne (1773-1824). Collaborateur', 'Constant, Benjamin (1767-1830). Collaborateur', 'Dumoulin, Évariste (1776-1833). Collaborateur', 'Étienne, Charles-Guillaume (1777-1845). Collaborateur', 'Jay, Antoine (1770-1854). Collaborateur', 'Jouy, Étienne de (1764-1846). Collaborateur', 'Lacretelle, Pierre-Louis (1751-1824). Collaborateur', 'Tissot, Pierre-François (1768-1854). Collaborateur']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb41286428j/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Statistique des prisons et établissements pénitentiaires...,[],[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb34349680k/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Répertoire d'art et d'archéologie (Imprimé),"['Aubert, Marcel (1884-1962). Directeur de publication', 'Lelièvre, Pierre (1903-2005). Directeur de publication', 'Hautecoeur, Louis (1884-1973). Directeur de publication', ""Société des amis de la Bibliothèque d'art et d'archéologie (Paris). Directeur de publication""]",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb328163622/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Rapport au Roi sur la situation des canaux ...,[],[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb343488023/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)",Le Journal des sçavans,"['Sallo, Denis de (1626-1669). Directeur de publication', 'Gallois, Jean (1632-1704). Directeur de publication', 'La Roque, Jean-Paul de (16..-1691). Directeur de publication', 'Cousin, Louis (1627-1707). Directeur de publication', 'Daunou, Pierre-Claude-François (1761-1840). Directeur de publication', 'Lebrun, Pierre (1785-1873). Directeur de publication', 'Giraud, Charles (1802-1881). Directeur de publication', 'Delisle, Léopold (1826-1910). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32737996h/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Catalogue hebdomadaire ou Liste des livres, estampes, cartes, ordonnances, edits, déclarations, arrêts, qui sont mis en vente chaque semaine, tant en France qu'en pays étrangers ; l'indication des volumes, du nombre & de la grandeur dont ils sont formés ; les noms des auteurs, la nature du papier & du caractère &c. que l'on a employés, & les adresses des libraires ou autres qui les vendent","['Bellepierre de Neuve-Église, Louis-Joseph (1727-17..?). Directeur de publication', 'Pierres, Philippe-Denis (1741-1808). Directeur de publication']",[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb32873747s/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Suite de la Clef, ou Journal historique sur les matieres du tems",[],[]
19,"https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=false&collapsing=true&version=1.2&query=(dc.creator%20all%20%22louys,%20pierre%22%20or%20dc.contributor%20all%20%22louys,%20pierre%22%20)%20&suggest=10&keywords=louys,%20pierre",https://gallica.bnf.fr/ark:/12148/cb328561374/date,"Louÿs, Pierre (1870-1925) (nouvelle fenêtre)","Révolutions de Paris, dédiées à la Nation","['Prudhomme, Louis-Marie (1752-1830). Auteur du texte. Directeur de publication', 'Maréchal, Sylvain (1750-1803). Collaborateur', ""Fabre d'Églantine, Philippe-François-Nazaire (1750-1794). Collaborateur"", 'Sonthonax, Léger-Félicité (1763-1813). Collaborateur', 'Chaumette, Pierre-Gaspard (1763-1794). Collaborateur', 'Baudrais, Jean (1749-1832). Collaborateur']",[]
