identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k9629019q,2018-11-30,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9629019q,La grande beuverie / René Daumal,"Daumal, René (1908-1944). Auteur du texte",(Paris),1939,"['1 vol. (156 p.) ; in-16', 'Nombre total de vues :  184']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31997217w,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-85834","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Collection : Collection ""Métamorphoses"" ; VI', 'Collection : Collection ""Métamorphoses"" ; VI', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-85834",monographie,99.52,text,La grande beuverie / René Daumal,1939,08/02/2016,false
oai:bnf.fr:gallica/ark:/12148/btv1b10585360v,2020-10-22,"['gallica:corpus:PrnS001', 'gallica:typedoc:manuscrits']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b10585360v,"15 lettres (dont 5 avec enveloppes) et cartes postales adressées à Claude Debussy (deux à Madame Debussy) de 1902 à 1918. - Autographes / Toulet, Paul-Jean (1867-1920)",,,1902,"['10 cartes postales recto-verso ; 5 lettres avec enveloppes', 'Nombre total de vues :  50']",Sans contenu linguistique,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb44943399v,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}]","Archives et bibliothèques Pau Béarn Pyrénées, Ms215","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Appartient à l’ensemble documentaire : PrnS001,bnf.fr,,,"Archives et bibliothèques Pau Béarn Pyrénées, Ms215",manuscrit,0.0,,"15 lettres (dont 5 avec enveloppes) et cartes postales adressées à Claude Debussy (deux à Madame Debussy) de 1902 à 1918. - Autographes / Toulet, Paul-Jean (1867-1920)",1902,09/06/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9794732m,2018-04-26,"['gallica:theme:7:79', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9794732m,Théâtre de Tristan Bernard,"Bernard, Tristan (1866-1947). Auteur du texte",Calmann-Lévy (Paris),1939,"['1 vol. (197 p.) ; in-16', 'Nombre total de vues :  216']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31802448g,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-YF-1452 (7)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,79,7,"Bibliothèque nationale de France, département Littérature et art, 8-YF-1452 (7)",monographie,99.24,text,Théâtre de Tristan Bernard,1939,29/08/2017,false
oai:bnf.fr:gallica/ark:/12148/btv1b10583047b,2020-04-23,"['gallica:corpus:PrnS001', 'gallica:typedoc:manuscrits']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b10583047b,"Béhanzigue / Toulet, Paul-Jean (1867-1920)",,,1905,"[""4 ff. in-8° sur papier d'écolier"", 'Nombre total de vues :  10']",Sans contenu linguistique,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb44949361m,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}]","Archives et bibliothèques Pau Béarn Pyrénées, Ms457","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Appartient à l’ensemble documentaire : PrnS001,bnf.fr,,,"Archives et bibliothèques Pau Béarn Pyrénées, Ms457",manuscrit,0.0,,"Béhanzigue / Toulet, Paul-Jean (1867-1920)",1905,23/02/2020,false
oai:bnf.fr:gallica/ark:/12148/btv1b10582822z,2020-10-22,"['gallica:corpus:PrnS001', 'gallica:typedoc:manuscrits']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b10582822z,"Extrait de la revue Le Divan : Epître à ma muse / Toulet, Paul-Jean (1867-1920)",,,1923,"['6 p.', 'Nombre total de vues :  2']",Sans contenu linguistique,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb44949343p,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}]","Archives et bibliothèques Pau Béarn Pyrénées, Ms235 (1)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Appartient à l’ensemble documentaire : PrnS001,bnf.fr,,,"Archives et bibliothèques Pau Béarn Pyrénées, Ms235 (1)",manuscrit,0.0,,"Extrait de la revue Le Divan : Epître à ma muse / Toulet, Paul-Jean (1867-1920)",1923,07/06/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6572481s,2022-06-22,"['gallica:theme:7:75', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6572481s,Paul Klee / René Crevel ; portrait gravé sur bois par Georges Aubert,"Crevel, René (1900-1935). Auteur du texte",Gallimard (Paris),1930,"['1 vol. (61 p. dont 48 f. de pl.) : ill., couv. ill. ; 17 cm', 'Nombre total de vues :  68']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31980496p,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque de l'INHA / coll. J. Doucet, 2013-400803","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,75,7,"Bibliothèque de l'INHA / coll. J. Doucet, 2013-400803",monographie,99.93,text,Paul Klee / René Crevel ; portrait gravé sur bois par Georges Aubert,1930,03/02/2014,false
oai:bnf.fr:gallica/ark:/12148/bpt6k106962f,2019-07-20,"['gallica:corpus:1418', 'gallica:corpus:italie', 'gallica:theme:9:94', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k106962f,"Dix jours en Italie / Maurice Barrès,...","Barrès, Maurice (1862-1923). Auteur du texte",(Paris),1916,"['182 p. ; in-12', 'Nombre total de vues :  182']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb317661580,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-K-5344","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Collection : Collection Bellum', 'Collection : Collection Bellum', 'Appartient à l’ensemble documentaire : GG14182']",bnf.fr,94,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-K-5344",monographie,87.05,text,"Dix jours en Italie / Maurice Barrès,...",1916,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1522325d,2019-01-11,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1522325d,Les plaisirs et les jours / Marcel Proust ; illustrations de Madeleine Lemaire ; préface d'Anatole France ; et quatre pièces pour piano de Reynaldo Hahn,"Proust, Marcel (1871-1922). Auteur du texte",(Paris),1896,"['1 vol. (X-273 p.) : fig., musique, pl., couv. ill. ; gr. in-8', 'Nombre total de vues :  342']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb311551842"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12134358b', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311551842']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES M-Z-284","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",[Les plaisirs et les jours (français)],bnf.fr,84,8,"Bibliothèque nationale de France, département Réserve des livres rares, RES M-Z-284",monographie,0.0,,Les plaisirs et les jours / Marcel Proust ; illustrations de Madeleine Lemaire ; préface d'Anatole France ; et quatre pièces pour piano de Reynaldo Hahn,1896,20/01/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1510323p,2018-04-26,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1510323p,"[Bulletin de souscription à la 'Case d'Armons', poème de Guillaume Apollinaire, établi par les soins de l'auteur.]","Apollinaire, Guillaume (1880-1918). Auteur du texte",,1915,Nombre total de vues :  20,"['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31725647n,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-YE-514 (BIS)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-YE-514 (BIS)",monographie,0.0,,"[Bulletin de souscription à la 'Case d'Armons', poème de Guillaume Apollinaire, établi par les soins de l'auteur.]",1915,19/06/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k811035,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k811035,Le passé vivant : roman moderne (8e édition) / Henri de Régnier,"Régnier, Henri de (1864-1936). Auteur du texte",(Paris),1905,"['1 vol. (363 p.) ; in-12', 'Nombre total de vues :  370']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31189202r,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-21973","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-21973",monographie,92.36,text,Le passé vivant : roman moderne (8e édition) / Henri de Régnier,1905,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k941157r,2018-04-26,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k941157r,Le poulailler : comédie en trois actes / Tristan Bernard,"Bernard, Tristan (1866-1947). Auteur du texte","Librairie théâtrale, artistique et littéraire (Paris)",1920,"['1 vol. (114 p.) ; in-8', 'Nombre total de vues :  118']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb318024203,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-YTH-36196","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,,,"Bibliothèque nationale de France, département Littérature et art, 8-YTH-36196",monographie,0.0,,Le poulailler : comédie en trois actes / Tristan Bernard,1920,31/12/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k56036095,2018-04-26,"['gallica:theme:9:944', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k56036095,"Les traits éternels de la France (22e éd.) / Maurice Barrès,...","Barrès, Maurice (1862-1923). Auteur du texte",Emile-Paul frères (Paris),1917,"['55 p. ; in-16', 'Nombre total de vues :  68']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb340432617,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB57-18153","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,944,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB57-18153",monographie,96.61,text,"Les traits éternels de la France (22e éd.) / Maurice Barrès,...",1917,24/08/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k96062336,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k96062336,Clio (10e édition) / Charles Péguy,"Péguy, Charles (1873-1914). Auteur du texte",Gallimard (Paris),1942,"['1 vol. (276 p.) ; 18 cm', 'Nombre total de vues :  284']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11982257h', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb355726088']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-10999","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","[""[Clio, dialogue de l'histoire et de l'âme païenne (français)]"", 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-10999",monographie,99.0,text,Clio (10e édition) / Charles Péguy,1942,20/07/2015,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3042236m,2022-09-09,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3042236m,Le cambrioleur : saynète / Tristan Bernard,"Bernard, Tristan (1866-1947). Auteur du texte",Librairie théâtrale (Paris),1899,"['14 p. ; in-16', 'Nombre total de vues :  20']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30091301n,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-YTH-29101","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-YTH-29101",monographie,80.81,text,Le cambrioleur : saynète / Tristan Bernard,1899,27/02/2019,false
oai:bnf.fr:gallica/ark:/12148/btv1b105853581,2020-10-22,"['gallica:corpus:PrnS001', 'gallica:typedoc:manuscrits']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b105853581,"Carte postale de Paul-Jean Toulet à Claude Debussy / Toulet, Paul-Jean (1867-1920)",,,1912,"['1 carte postale', 'Nombre total de vues :  2']",Sans contenu linguistique,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb449433677,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}]","Archives et bibliothèques Pau Béarn Pyrénées, Ms215","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Appartient à l’ensemble documentaire : PrnS001,bnf.fr,,,"Archives et bibliothèques Pau Béarn Pyrénées, Ms215",manuscrit,0.0,,"Carte postale de Paul-Jean Toulet à Claude Debussy / Toulet, Paul-Jean (1867-1920)",1912,09/06/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5452373w,2020-02-14,"['gallica:corpus:PrnS001', 'gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5452373w,La jeune fille verte : roman / P.-J. Toulet,"Toulet, Paul-Jean (1867-1920). Auteur du texte",(Paris),1920,"['1 vol. (316 p.) ; 18 cm', 'Nombre total de vues :  329']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31484131c"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31484131c']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-64216","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Appartient à l’ensemble documentaire : PrnS001', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-64216",monographie,96.63,text,La jeune fille verte : roman / P.-J. Toulet,1920,04/11/2008,false
oai:bnf.fr:gallica/ark:/12148/bpt6k97821243,2018-04-26,"['gallica:theme:7:79', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k97821243,Cantique des cantiques : pièce en un acte / par Jean Giraudoux,"Giraudoux, Jean (1882-1944). Auteur du texte",B. Grasset (Paris),1939,"['1 vol. (122 p.) ; in-16', 'Nombre total de vues :  144']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb321698531,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-YTH-41820","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,79,7,"Bibliothèque nationale de France, département Littérature et art, 8-YTH-41820",monographie,99.23,text,Cantique des cantiques : pièce en un acte / par Jean Giraudoux,1939,12/09/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3065672b,2022-09-09,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3065672b,Poèmes d'enfance / Anna de Brancovan,"Noailles, Anna de (1876-1933). Auteur du texte",Grasset (Paris),1928,"['1 vol. (95 p.) ; 20 cm', 'Nombre total de vues :  132']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb310204888,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z-24324 (3)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Collection : Les Amis des Cahiers verts ; 3', 'Collection : Les Amis des Cahiers verts ; 3', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z-24324 (3)",monographie,88.44,text,Poèmes d'enfance / Anna de Brancovan,1928,16/07/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k80931c,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k80931c,La grande peur dans la montagne (4e édition) / C. F. Ramuz,"Ramuz, Charles-Ferdinand (1878-1947). Auteur du texte",(Paris),1926,"['1 vol. (269 p.) ; in-16', 'Nombre total de vues :  274']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31175966r,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-70790","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-70790",monographie,0.0,,La grande peur dans la montagne (4e édition) / C. F. Ramuz,1926,31/12/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6350954z,2018-04-26,"['gallica:theme:9:90', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6350954z,Alfred de Vigny : étude / Anatole France ; eau-forte par G. Staal,"France, Anatole (1844-1924). Auteur du texte",Bachelin-Deflorenne (Paris),1868,"['1 vol. (VI-152 p.) : front. gravé ; in-16', 'Nombre total de vues :  174']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30457673n,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-24053","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,90,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-24053",monographie,99.57,text,Alfred de Vigny : étude / Anatole France ; eau-forte par G. Staal,1868,29/10/2012,false
