identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k996278q,2021-09-17,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k996278q,Le château noir. Le coeur d'Ivana / Gaston Leroux,"Leroux, Gaston (1868-1927). Auteur du texte",Pierre Lafitte (Paris),1933,"['2 vol. (192, 190 p.) : couv. ill. en coul. ; in-16', 'Nombre total de vues :  196']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb32376077n"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32376077n']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-79024 (26)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","[""Collection : Le Point d'interrogation : collection de romans d'aventures ; n° 26-27"", ""Collection : Le Point d'interrogation ; n° 26-27""]",bnf.fr,,,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-79024 (26)",monographie,0.0,,Le château noir. Le coeur d'Ivana / Gaston Leroux,1933,27/06/2021,false
oai:bnf.fr:gallica/ark:/12148/bpt6k208636r,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k208636r,"L'anneau d'améthyste (Ed. rev. et corr. par l'auteur) / Anatole France,...","France, Anatole (1844-1924). Auteur du texte",(Paris),1924,"['421 p. ; 20 cm', 'Nombre total de vues :  426']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb391334069,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]",Bibliothèque nationale de France,"[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,84,8,Bibliothèque nationale de France,monographie,99.94,text,"L'anneau d'améthyste (Ed. rev. et corr. par l'auteur) / Anatole France,...",1924,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3410328x,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3410328x,Visite chez le prince / Jean Giraudoux ; frontispice gravé par Daragnès,"Giraudoux, Jean (1882-1944). Auteur du texte",Emile-Paul frères (Paris),1924,"['1 vol. (75 p.) : figure au titre, planche gr ; in-8', 'Nombre total de vues :  100']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32170031j,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 16-Y2-14802","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 16-Y2-14802",monographie,0.0,,Visite chez le prince / Jean Giraudoux ; frontispice gravé par Daragnès,1924,22/04/2018,false
oai:numelyo.bm-lyon.fr:BML:BML_00GOO0100137001104515049,2022-01-27T10:05:27.842Z,,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001104515049,Le feu : journal d'une escouade,"Barbusse, Henri, 1873-1935, Auteur",Flammarion                                             (Paris),1916,"['1 livre', '1 vol. (378 p.), in-16', 'application/xhtml+xml']",fre,vignette : https://numelyo.bm-lyon.fr/BML:BML_00GOO0100137001104515049/thumbnail_JPG00000007.jpg,"[{'@xml:lang': 'fre', '#text': 'texte imprimé'}, {'@xml:lang': 'eng', '#text': 'text'}]","Bibliothèque municipale de Lyon, SJ B 751/14",Licence Ouverte-Open Licence,"A fait l'objet d'une analyse par Jean Norton Cru dans ""Témoins"" (1929).",bmlyon,,,"Bibliothèque municipale de Lyon, SJ B 751/14",monographie,0.0,,Le feu : journal d'une escouade,1916,08/02/2022,false
oai:bnf.fr:gallica/ark:/12148/bpt6k15258415,2019-12-14,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k15258415,Amica America. Un voyage de Jean Giraudoux,"Giraudoux, Jean (1882-1944). Auteur du texte",,1918,Nombre total de vues :  153,"['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169815g,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES 8-PB-6008","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES 8-PB-6008",monographie,0.0,,Amica America. Un voyage de Jean Giraudoux,1918,22/12/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1057800g,2020-07-31,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1057800g,Toute licence sauf contre l'amour / par Maurice Barrès,"Barrès, Maurice (1862-1923). Auteur du texte",,1892,Nombre total de vues :  109,"['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31766436h,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-R-801","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,,,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-R-801",monographie,0.0,,Toute licence sauf contre l'amour / par Maurice Barrès,1892,30/03/2015,false
oai:bnf.fr:gallica/ark:/12148/bpt6k15101193,2019-10-04,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k15101193,Correspondance inédite (1870-1875) d'Arthur Rimbaud / précédée d'une introduction de Roger Gilbert-Lecomte,"['Rimbaud, Arthur (1854-1891). Auteur du texte', 'Nouveau, Germain (1851-1920). Auteur du texte', 'Rimbaud, Vitalie (1825-1907). Auteur du texte']",(Paris),1929,"['99 p. ; 20 cm', 'Nombre total de vues :  105']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35671474f,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-Z-2432","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Correspondance,bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-Z-2432",monographie,0.0,,Correspondance inédite (1870-1875) d'Arthur Rimbaud / précédée d'une introduction de Roger Gilbert-Lecomte,1929,24/10/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k97831052,2022-06-22,"['gallica:theme:7:79', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k97831052,"Ondine : pièce en trois actes, d'après le conte de Frédéric de La Motte Fouqué / Jean Giraudoux","Giraudoux, Jean (1882-1944). Auteur du texte",B. Grasset (Paris),1939,"['1 vol. (226 p.) ; in-16', 'Nombre total de vues :  244']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119557481', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169945p']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-YTH-41976","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['[Ondine (français)]', 'Avec mode texte']",bnf.fr,79,7,"Bibliothèque nationale de France, département Littérature et art, 8-YTH-41976",monographie,99.74,text,"Ondine : pièce en trois actes, d'après le conte de Frédéric de La Motte Fouqué / Jean Giraudoux",1939,14/01/2018,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9690500g,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9690500g,"La peur de l'amour : roman / Henri de Régnier,... ; illustré de bois originaux de Gaston Pastré","Régnier, Henri de (1864-1936). Auteur du texte",A. Plicque (Paris),1925,"['1 vol. (285 p.) : fig. ; in-8', 'Nombre total de vues :  316']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311892122,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-70019","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-70019",monographie,99.96,text,"La peur de l'amour : roman / Henri de Régnier,... ; illustré de bois originaux de Gaston Pastré",1925,22/05/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1512379p,2022-06-22,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1512379p,Socialisme fasciste... / Drieu la Rochelle,"Drieu La Rochelle, Pierre (1893-1945). Auteur du texte",Gallimard (Paris),1934,"['248 p. ; 19 cm', 'Nombre total de vues :  257']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb320449091,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES-Z LE MASLE-135","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES-Z LE MASLE-135",monographie,0.0,,Socialisme fasciste... / Drieu la Rochelle,1934,05/06/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k111802x,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k111802x,Le visage émerveillé / Comtesse Mathieu de Noailles,"Noailles, Anna de (1876-1933). Auteur du texte",Calmann-Lévy (Paris),1904,"['1 vol. (212 p.) ; in-12', 'Nombre total de vues :  216']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb310204946,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-56900","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-56900",monographie,99.47,text,Le visage émerveillé / Comtesse Mathieu de Noailles,1904,06/12/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9794298n,2019-02-08,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9794298n,Robins des bois : roman / Tristan Bernard,"Bernard, Tristan (1866-1947). Auteur du texte",(Paris),1935,"['1 vol. (253 p.) ; 19 cm', 'Nombre total de vues :  272']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb318024234,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-81978","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-81978",monographie,99.53,text,Robins des bois : roman / Tristan Bernard,1935,29/08/2017,false
oai:bnf.fr:gallica/ark:/12148/btv1b10582636d,2020-04-23,"['gallica:corpus:PrnS001', 'gallica:typedoc:manuscrits']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b10582636d,"Carte postale de Paul-Jean Toulet à son filleul Pierre-Henri de la Blanchetai / Toulet, Paul-Jean (1867-1920)",,,1902,"['1 carte postale', 'Nombre total de vues :  2']",Sans contenu linguistique,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb449433557,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}]","Archives et bibliothèques Pau Béarn Pyrénées, Ms214-38","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Appartient à l’ensemble documentaire : PrnS001,bnf.fr,,,"Archives et bibliothèques Pau Béarn Pyrénées, Ms214-38",manuscrit,0.0,,"Carte postale de Paul-Jean Toulet à son filleul Pierre-Henri de la Blanchetai / Toulet, Paul-Jean (1867-1920)",1902,16/02/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9921318,2021-05-25,"['gallica:theme:9:94', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9921318,"Notes sur la révolution bolchévique (octobre 1917-janvier 1919) / capitaine Jacques Sadoul,... ; avec une préface de Henri Barbusse, deux lettres de l'auteur à Romain Rolland et une lettre d'Albert Thomas adressée à l'auteur","Sadoul, Jacques (1881-1956). Auteur du texte",Editions de la Sirène (Paris),1919,"['1 vol. (465 p.) : portrait ; in-8', 'Nombre total de vues :  474']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32596366k,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-11815","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,94,9,"Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-11815",monographie,89.37,text,"Notes sur la révolution bolchévique (octobre 1917-janvier 1919) / capitaine Jacques Sadoul,... ; avec une préface de Henri Barbusse, deux lettres de l'auteur à Romain Rolland et une lettre d'Albert Thomas adressée à l'auteur",1919,08/05/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k91166164,2021-10-15,"['gallica:corpus:BNUStr000', 'gallica:corpus:BNUStr058', 'gallica:theme:7:79', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k91166164,Alsace : pièce en 3 actes / par Gaston Leroux et Lucien Camille...,"['Leroux, Gaston (1868-1927). Auteur du texte', 'Camille, Lucien. Auteur du texte']",,1913,"['30-[2] p. : portr., fig. ; gr. in-8', 'Nombre total de vues :  36']",fre,"['Périodique lié : La Petite Illustration (Paris)(ISSN 1155-7508), 1913, 8 mars (Notice : http://catalogue.bnf.fr/ark:/12148/cb344399702)', 'Périodique lié : La Petite Illustration. Série théâtre(ISSN 0996-2484) (Notice : http://catalogue.bnf.fr/ark:/12148/cb34416304g)', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31901614n']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale et universitaire de Strasbourg, M.39.382","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Numérisé par le partenaire', 'Appartient à l’ensemble documentaire : BNUStr000', 'Appartient à l’ensemble documentaire : BNUStr058', 'Avec mode texte']",bnf.fr,79,7,"Bibliothèque nationale et universitaire de Strasbourg, M.39.382",monographie,88.52,text,Alsace : pièce en 3 actes / par Gaston Leroux et Lucien Camille...,1913,28/10/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1092500,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1092500,Impressions d'Afrique / Raymond Roussel,"Roussel, Raymond (1877-1933). Auteur du texte",A. Lemerre (Paris),1910,"['455 p. ; in-18', 'Nombre total de vues :  461']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb131784336', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31258769q']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-58139","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",[Impressions d'Afrique (français)],bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-58139",monographie,0.0,,Impressions d'Afrique / Raymond Roussel,1910,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/btv1b105826495,2020-04-23,"['gallica:corpus:PrnS001', 'gallica:typedoc:manuscrits']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b105826495,"Carte postale de Paul-Jean Toulet à son filleul Pierre-Henri de la Blanchetai / Toulet, Paul-Jean (1867-1920)",,,1916,"['1 enveloppe + 1 carte postale', 'Nombre total de vues :  4']",Sans contenu linguistique,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb44943387v,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}]","Archives et bibliothèques Pau Béarn Pyrénées, Ms214-51","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Appartient à l’ensemble documentaire : PrnS001,bnf.fr,,,"Archives et bibliothèques Pau Béarn Pyrénées, Ms214-51",manuscrit,0.0,,"Carte postale de Paul-Jean Toulet à son filleul Pierre-Henri de la Blanchetai / Toulet, Paul-Jean (1867-1920)",1916,16/02/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k97370705,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k97370705,Adorable Clio / Jean Giraudoux,"Giraudoux, Jean (1882-1944). Auteur du texte",Emile-Paul frères (Paris),1929,"['1 vol. (169 p.) ; in-8', 'Nombre total de vues :  202']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb39156199f"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169807v']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z-24164 (4)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Collection : Oeuvres de Jean Giraudoux ; 4', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z-24164 (4)",monographie,99.74,text,Adorable Clio / Jean Giraudoux,1929,22/08/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k108582f,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k108582f,Nouvelles impressions d'Afrique (Deuxième éd.) / Raymond Roussel ; ouvrage orné de cinquante-neuf dessins de H.-A. Zo,"Roussel, Raymond (1877-1933). Auteur du texte",(Paris),1932,"['313 p. : ill. ; in-18', 'Nombre total de vues :  319']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12087769p', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31258772m']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Fonds du service reproduction, 8 Ye 13483","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",[Nouvelles impressions d'Afrique (français)],bnf.fr,84,8,"Bibliothèque nationale de France, département Fonds du service reproduction, 8 Ye 13483",monographie,0.0,,Nouvelles impressions d'Afrique (Deuxième éd.) / Raymond Roussel ; ouvrage orné de cinquante-neuf dessins de H.-A. Zo,1932,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k80793c,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k80793c,L'enfer / Henri Barbusse ; portrait dessiné par Berthold Mahn,"Barbusse, Henri (1873-1935). Auteur du texte",(Paris),1925,"['1 vol. (316 p.) ; 21 cm', 'Nombre total de vues :  324']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31761555v,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-69899","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","[""Collection : Maîtres et jeunes d'aujourd'hui ; 2e série, 19e volume"", ""Collection : Maîtres et jeunes d'aujourd'hui ; 2e série, 19e volume""]",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-69899",monographie,0.0,,L'enfer / Henri Barbusse ; portrait dessiné par Berthold Mahn,1925,15/10/2007,false
