Pfad	Dateiname	dc:title	dc:creator	dc:publisher	dc:date	dewey	sdewey	typedoc	datestamp	@xmlns:dc	@xmlns:oai_dc	@xmlns:xsi	@xsi:schemaLocation	dc:identifier	dc:format	dc:language	dc:relation	dc:type	dc:source	dc:rights	dc:description	provenance	source	nqamoyen	mode_indexation	first_indexation_date	ark	GUID
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9785674n.html	Rolland_Oeuvres complètes. Tome 2 	Oeuvres complètes. Tome 2 	Rolland, Romain (1866-1944)	A. Michel (Paris)	1930-1934	8.0	84.0	monographie	2022-12-02	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9785674n	['10 vol. : ill. en coul.', 'Nombre total de vues : 424']	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb350789091'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb350789091']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-18	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-18	9993.0	text	2017-07-10T22:00:00Z	ark__12148_bpt6k9785674n	a5fee867-852a-40d3-86b2-c3f45be927d1
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k82570n.html	Régnier_Le plateau de laque	Le plateau de laque (4e édition) 	Régnier, Henri de (1864-1936)	(Paris)	1913	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k82570n	['1 vol. (316 p.) ; in-12', 'Nombre total de vues : 320']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31189214r	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-61404	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Contient une table des matières	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-61404	0.0		2007-10-14T22:00:00Z	ark__12148_bpt6k82570n	bee9422c-9213-478e-bc1b-ad1645ff13b6
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k86308791.html	Régnier_Le trèfle noir... 	Le trèfle noir... 	Régnier, Henri de (1864-1936)	Mercure de France (Paris)	1895	8.0	80.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k86308791	['1 vol. (133 p.) ; in-12', 'Nombre total de vues : 160']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31189250m	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-49175	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-49175	9994.0	text	2016-06-04T22:00:00Z	ark__12148_bpt6k86308791	d19cce11-d0f9-46f0-8b3d-3c37c7b7ad26
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k3223809.html	Rolland_Danton 	Danton 	Rolland, Romain (1866-1944)	Éd. de la Revue d'art dramatique (Paris)	1900			monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k3223809	['124 p.', 'Nombre total de vues : 138']	fre	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb124681415', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35477655t']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-1167	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	''['[Danton (français)]', ''''Mécénat texte imprimé : Cet ouvrage a été numérisé grâce à un don d'Alain Pallud'''', 'Avec mode texte']''	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-1167	8859.0	text	2019-02-09T23:00:00Z	ark__12148_bpt6k3223809	62e12006-bd2d-46cb-aed8-7c2a328f53b8
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k96225235.html	Régnier_Proses datées 	Proses datées 	Régnier, Henri de (1864-1936)	Mercure de France (Paris)	1925	8.0	80.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k96225235	['1 vol. (269 p.) ; in-8', 'Nombre total de vues : 292']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32561237w	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-32507	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-32507	9919.0	text	2016-01-24T23:00:00Z	ark__12148_bpt6k96225235	56d9612e-c709-4c87-81fd-6c69a1139af9
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k856920z.html	Artaud_Le théâtre et son double	Le théâtre et son double 	Artaud, Antonin (1896-1948)	Gallimard (Paris)	1938	7.0	79.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k856920z	['1 vol. (154 p.) ; 19 cm', 'Nombre total de vues : 180']	fre	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35743215d	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y-639	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Collection : Métamorphoses ; 4', 'Collection : Métamorphoses ; 4', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y-639	8819.0	text	2018-12-29T23:00:00Z	ark__12148_bpt6k856920z	fe448556-62cc-4836-b3b3-fcdc1c62b02d
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k42235934.html	Rolland_Le Voyage intérieur 	Le Voyage intérieur 	Rolland, Romain (1866-1944)	(Paris)	1942	8.0	80.0	monographie	2020-03-12	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k42235934	['241 p.', 'Nombre total de vues : 250']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb354764164	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-949	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-949	8938.0	text	2019-12-01T23:00:00Z	ark__12148_bpt6k42235934	7deed420-ba1d-48af-9dca-b8f2793bf202
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k6350954z.html	France_Alfred de Vigny 	Alfred de Vigny : étude 	France, Anatole (1844-1924)	Bachelin-Deflorenne (Paris)	1868	9.0	90.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k6350954z	['1 vol. (VI-152 p.) : front. gravé ; in-16', 'Nombre total de vues : 174']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30457673n	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-24053	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-24053	9957.0	text	2012-10-28T23:00:00Z	ark__12148_bpt6k6350954z	7825423d-bca0-40cc-ba29-ef59ca059279
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k4113143.html	Régnier_Romaine Mirmault 	Romaine Mirmault : roman 	Régnier, Henri de (1864-1936)	(Paris)	1914	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k4113143	['1 vol. (383 p.) ; 19 cm', 'Nombre total de vues : 383']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb365687245	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]		bnf.fr	Bibliothèque nationale de France	9833.0	text	2008-10-01T22:00:00Z	ark__12148_bpt6k4113143	60bdc59d-fb90-4464-99a8-318c4c7909de
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k411312b.html	Régnier_Le divertissement provincial 	Le divertissement provincial : roman 	Régnier, Henri de (1864-1936)	(Paris)	1925	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k411312b	['1 vol. (319 p.) ; 19 cm', 'Nombre total de vues : 321']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31189139t	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Collection : Le Roman littéraire', 'Collection : Le Roman littéraire']	bnf.fr	Bibliothèque nationale de France	9925.0	text	2007-10-14T22:00:00Z	ark__12148_bpt6k411312b	c2e4d03d-06d0-497c-b900-64925c8e8b38
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k939071t.html	Valéry_Variété III 	Variété III 	Valéry, Paul (1871-1945)	(Paris)	1936	8.0	84.0	monographie	2019-09-06	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k939071t	['1 vol. (311 p.) ; in-16', 'Nombre total de vues : 330']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31521095j	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-27287 (3)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-27287 (3)	8954.0	text	2016-01-10T23:00:00Z	ark__12148_bpt6k939071t	fb67a3e2-6677-4cf9-a6d1-5d760f4703c4
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k4221442v.html	Valéry_L'idée fixe	L'idée fixe ; suivie de Socrate et son médecin 	Valéry, Paul (1871-1945)	(Paris)	1946	8.0	80.0	monographie	2020-03-06	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k4221442v	['1 vol. (179 p.) ; gr. in-8', 'Nombre total de vues : 208']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31521141w	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 4-Z-3931	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 4-Z-3931	8921.0	text	2019-11-03T23:00:00Z	ark__12148_bpt6k4221442v	303e6737-3653-45cd-90f1-6a94bca22809
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k939073k.html	Valéry_Variété V 	Variété V 	Valéry, Paul (1871-1945)	(Paris)	1944	8.0	84.0	monographie	2019-09-06	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k939073k	['1 vol. (327 p.) ; in-16', 'Nombre total de vues : 352']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31521098k	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-27287 (5)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-27287 (5)	8946.0	text	2016-01-10T23:00:00Z	ark__12148_bpt6k939073k	53a34f7d-4fa1-495d-87ac-b7c226e4caca
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9782162s.html	Rolland_Jean-Christophe. L'adolescent. La révolte 	Jean-Christophe. L'adolescent. La révolte 	Rolland, Romain (1866-1944)	A. Michel (Paris)	1931-1934	8.0	84.0	monographie	2022-12-02	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9782162s	['5 vol. ; in-8', 'Nombre total de vues : 560']	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31238589c'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31238589c']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-13	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-13	9984.0	text	2017-09-18T22:00:00Z	ark__12148_bpt6k9782162s	d85a84be-839b-462d-b64d-1986bb23c6a9
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9621912f.html	Péguy_Victor-Marie, comte Hugo 	Victor-Marie, comte Hugo 	Péguy, Charles (1873-1914)	Gallimard (Paris)	1934	8.0	80.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9621912f	['In-16, 243 p.', 'Nombre total de vues : 260']	fre	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb145081165', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb310728537']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-26694	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Victor-Marie, comte Hugo (français)]', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-26694	9958.0	text	2015-12-27T23:00:00Z	ark__12148_bpt6k9621912f	a824fb0e-c225-44e1-94d6-415d19273026
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bd6t5372167v.html	Rolland_L'Âme enchantée. II, L'Été 	L'Âme enchantée. II, L'Été 	Rolland, Romain (1866-1944)	P. Ollendorff (Paris)	1923	8.0	89.0	monographie	2022-08-12	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bd6t5372167v	['1 vol. (354 p.) ; 20 cm', 'Nombre total de vues : 372']	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb34334101n'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119584060', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb350546101']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-685	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	''[''''[L'âme enchantée (français). Extrait]'''', 'Avec mode texte']''	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-685	8945.0	text	2022-04-11T22:00:00Z	ark__12148_bd6t5372167v	212d3101-382e-4b09-8644-a8d432123cce
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9609360c.html	Péguy_Les tapisseries 	Les tapisseries : Ève 	Péguy, Charles (1873-1914)	Gallimard (Paris)	1933	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9609360c	['1 vol. (327 p.) ; in-16', 'Nombre total de vues : 336']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31072848n	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-YE-13518	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-YE-13518	9961.0	text	2015-09-13T22:00:00Z	ark__12148_bpt6k9609360c	b8de8a68-2311-4a44-91a5-f031da7723d9
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k6225181k.html	Barrès_Greco ou Le secret de	Greco ou Le secret de Tolède (Nouvelle édition augmentée de quelques pages inédites avec 16 reproductions hors texte) 	Barrès, Maurice (1862-1923)	(Paris)	1923	9.0	91.0	monographie	2019-09-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k6225181k	['1 vol. (181 p.-16 f. de pl.) : ill. ; in-16', 'Nombre total de vues : 230']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31766204b	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-OO-1653 (A)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Appartient à l’ensemble documentaire : GTextes1', 'Contient une table des matières', 'Avec mode texte', 'Descriptions et voyages -- +* 1900......- 1999......+:20e siècle:']	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-OO-1653 (A)	9996.0	text	2012-06-12T22:00:00Z	ark__12148_bpt6k6225181k	1878709a-4fb1-4230-bfdc-2c9400802152
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9782127b.html	Giraudoux_L'impromptu de Paris 	L'impromptu de Paris : pièce en un acte 	Giraudoux, Jean (1882-1944)	B. Grasset (Paris)	1937	7.0	79.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9782127b	['1 vol. (141 p.) ; 18 cm', 'Nombre total de vues : 160']	fre	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb321699194	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-YTH-41499	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-YTH-41499	998.0	text	2017-09-18T22:00:00Z	ark__12148_bpt6k9782127b	25054451-e1f8-4163-b085-8528070400f9
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k809003.html	Barbusse_Les enchaînements	Les enchaînements : roman. 1 	Barbusse, Henri (1873-1935)	(Paris)	1925	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k809003	['2 vol. ; in-8', 'Nombre total de vues : 290']	['fre', 'français']	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31761551g'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31761551g']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-69657 (1)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Contient une table des matières	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-69657 (1)	0.0		2007-10-14T22:00:00Z	ark__12148_bpt6k809003	6c1a2eb0-8103-49d6-9cc1-5d15d6d2ba20
