identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k9802090s,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9802090s,"Journal, lettres, poèmes et fragments / Maurice de Guérin","Guérin, Maurice de (1810-1839). Auteur du texte",J. H. E. Heitz (Strasbourg),,"['1 vol. (382 p.) ; 15 cm', 'Nombre total de vues :  408']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32203612c,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Z-21186 (132-136)",domaine public,"['Collection : Bibliotheca romanica ; 132-136', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z-21186 (132-136)",monographie,98.5,text,"Journal, lettres, poèmes et fragments / Maurice de Guérin",None,15/10/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k61488120,2018-09-28,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k61488120,Dernier mot du médecin de campagne à propos de l'homoeopathie. [Signé : Doyère.],"Doyère, Pierre-Louis-Noël (1812-18..?). Auteur du texte",(Caen),1842,"['In-8° , 44 p.', 'Nombre total de vues :  48']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303527083,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Sciences et techniques, 8-TE135-59",domaine public,Avec mode texte,bnf.fr,61,6,"Bibliothèque nationale de France, département Sciences et techniques, 8-TE135-59",monographie,85.4,text,Dernier mot du médecin de campagne à propos de l'homoeopathie. [Signé : Doyère.],1842,25/10/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k58393937,2022-05-20,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k58393937,Le Secret du trappeur / par Louis Noir et Pierre Ferragut,"['Noir, Louis (1837-1901). Auteur du texte', 'Ferragut, Pierre. Auteur du texte']",impr. de M. et P.-E. Charaire (Sceaux),1874,"['872 p. : fig. ; in-4', 'Nombre total de vues :  878']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31022903x,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Y2-4171",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, Y2-4171",monographie,93.65,text,Le Secret du trappeur / par Louis Noir et Pierre Ferragut,1874,28/06/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1057838x,2021-11-12,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1057838x,En rade,"Huysmans, Joris-Karl (1848-1907). Auteur du texte",Tresse et Stock (Paris),1887,"['319 p. ; 19 cm', 'Nombre total de vues :  341', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb17789677d', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35445241x']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z DON-599 (23)",domaine public,"['[En rade (français)]', 'Avec mode texte']",bnf.fr,,,"Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z DON-599 (23)",monographie,100.0,text,En rade,1887,13/10/2014,false
oai:bnf.fr:gallica/ark:/12148/bpt6k57102813,2019-09-25,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k57102813,"Vie privée et publique des animaux (Édition complète, revue et augmentée) / vignettes par Grandville ; publiée sous la direction de P.-J. Stahl... ; avec la collaboration de Balzac, Louis Baude, Émile de la Bédollière, P. Bernard, Gustave Droz, Benjamin Franklin, Jules Janin, Edouard Lemoine, Alfred de Musset, Paul de Musset, Mme Menessier-Nodier, Charles Nodier, Georges Sand, P. J. Stahl, Louis Viardot",,(Paris),1867,"['1 vol. (636 p.) : front., ill., couv. ill. ; 28 cm', 'Nombre total de vues :  644']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb306019960,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Réserve des livres rares, Y2-5990",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Réserve des livres rares, Y2-5990",monographie,93.4,text,"Vie privée et publique des animaux (Édition complète, revue et augmentée) / vignettes par Grandville ; publiée sous la direction de P.-J. Stahl... ; avec la collaboration de Balzac, Louis Baude, Émile de la Bédollière, P. Bernard, Gustave Droz, Benjamin Franklin, Jules Janin, Edouard Lemoine, Alfred de Musset, Paul de Musset, Mme Menessier-Nodier, Charles Nodier, Georges Sand, P. J. Stahl, Louis Viardot",1867,31/08/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1075048g,2022-04-26,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1075048g,"Extrait du Journal de mes voyages, ou Histoire d'un jeune homme, pour servir d'ecole aux peres et meres. Tome 2 / . Par M. Pahin de La Blancherie. Tome premier [-second].",Pahin de La Blancherie (1752-1811). Auteur du texte,"A Paris, chez les freres Debure, libraires, quai des Augustins. A Orléans, chez la veuve Rouzeau-Montaut, imprimeur du Roi. M. DCC. LXXV. Avec approbation, et privilege du Roi.",1775,"['2 tomes (VI-XII-359 p., [1] f. de pl. ; [4]-382-[4]-XVII p.) : ill. ; in-12', 'Nombre total de vues :  425', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31050115v"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31050115v']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Réserve des livres rares, R-45584",domaine public,Avec mode texte,bnf.fr,,,"Bibliothèque nationale de France, département Réserve des livres rares, R-45584",monographie,100.0,text,"Extrait du Journal de mes voyages, ou Histoire d'un jeune homme, pour servir d'ecole aux peres et meres. Tome 2 / . Par M. Pahin de La Blancherie. Tome premier [-second].",1775,28/09/2015,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6485706t,2018-04-26,"['gallica:theme:9:944', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6485706t,"Histoire de France, depuis le 18 brumaire (novembre 1799) jusqu'à la paix de Tilsitt (juillet 1807) / par M. Bignon.","Bignon, Louis-Pierre-Édouard (1771-1841). Auteur du texte",J.-P. Méline (Bruxelles),1836,"['1 vol. (XVIII-725 p.) ; in-4', 'Nombre total de vues :  750']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30104710r,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LB43-11 (B)",domaine public,Avec mode texte,bnf.fr,944,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LB43-11 (B)",monographie,99.96,text,"Histoire de France, depuis le 18 brumaire (novembre 1799) jusqu'à la paix de Tilsitt (juillet 1807) / par M. Bignon.",1836,24/04/2013,false
oai:bnf.fr:gallica/ark:/12148/bpt6k66358s,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k66358s,Mensonges / Paul Bourget,"Bourget, Paul (1852-1935). Auteur du texte",A. Lemerre (Paris),1887,"['II-502 p. ; in-16', 'Nombre total de vues :  512']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb318571226,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-22401",domaine public,Contient une table des matières,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-22401",monographie,93.95,text,Mensonges / Paul Bourget,1887,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k80743t,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k80743t,Le poisson d'or (Seule éd. rev. et corr.) / Paul Féval,"Féval, Paul (1816-1887). Auteur du texte",(Paris),1925,"['185 p. ; 21 cm', 'Nombre total de vues :  189']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32103514m,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-69645",domaine public,,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-69645",monographie,94.35,text,Le poisson d'or (Seule éd. rev. et corr.) / Paul Féval,1925,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5656653w,2021-02-05,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5656653w,La grande flibuste / par Gustave Aimard,"Aimard, Gustave (1818-1883). Auteur du texte",(Paris),1891,"['1 vol. (244 p.) : ill. ; in-4', 'Nombre total de vues :  255']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30006184z,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-1871 (1)",domaine public,"['Appartient à l’ensemble documentaire : UnivJeun0', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-1871 (1)",monographie,97.48,text,La grande flibuste / par Gustave Aimard,1891,29/06/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5620916z,2020-06-12,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5620916z,Le Castel du Diable. [L'Anneau de fer du passé. Le Piqueur Sonne-toujours.] Par Ponson Du Terrail,"Ponson du Terrail, Pierre Alexis (1829-1871). Auteur du texte",(Paris),1865,"['In-16, III-357 p.', 'Nombre total de vues :  376', 'application/epub+zip']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31134239v,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-59650",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-59650",monographie,99.98,text,Le Castel du Diable. [L'Anneau de fer du passé. Le Piqueur Sonne-toujours.] Par Ponson Du Terrail,1865,05/10/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5493777b,2022-12-02,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5493777b,Germinal / par Émile Zola ; dessins de J. Férat ; gravés par D. Dumont,"Zola, Émile (1840-1902). Auteur du texte",Librairie illustrée (Paris),1885-1886,"['1 vol. (500 p.) : fig., pl., couv. ill. ; in-4', 'Nombre total de vues :  520']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12011567j', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31690687z']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-1243",domaine public,"['[Germinal (français)]', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-1243",monographie,96.75,text,Germinal / par Émile Zola ; dessins de J. Férat ; gravés par D. Dumont,1885-1886,10/02/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k202866r,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k202866r,Les Rougon-Macquart. La curée / par Emile Zola,"Zola, Émile (1840-1902). Auteur du texte",(Paris),1895,"['1 vol. (387 p.) ; 19 cm', 'Nombre total de vues :  392']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12043503d', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb388817460']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,domaine public,"['[La curée (français)]', 'Collection : Bibliothèque Charpentier', 'Collection : Bibliothèque Charpentier']",bnf.fr,84,8,Bibliothèque nationale de France,monographie,0.0,,Les Rougon-Macquart. La curée / par Emile Zola,1895,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6456907d,2018-04-26,"['gallica:theme:9:92', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6456907d,"Jean Juvénal des Ursins, historien de Charles VI, évêque de Beauvais et de Laon, archevêque-duc de Reims, étude sur sa vie et ses oeuvres par l'abbé P.-L. Péchenard,... thèse pour le doctorat ès lettres","Péchenard, Pierre-Louis (1842-1920). Auteur du texte",E. Thorin (Paris),1876,"['In-8° , IV-474 p.', 'Nombre total de vues :  502']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31071852n,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-29016",domaine public,"['Appartient à l’ensemble documentaire : Picardi1', 'Appartient à l’ensemble documentaire : ChArdenn1', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,92,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-29016",monographie,99.96,text,"Jean Juvénal des Ursins, historien de Charles VI, évêque de Beauvais et de Laon, archevêque-duc de Reims, étude sur sa vie et ses oeuvres par l'abbé P.-L. Péchenard,... thèse pour le doctorat ès lettres",1876,31/12/2012,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6570520t,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6570520t,Contes et romans populaires / Erckmann-Chatrian,Erckmann-Chatrian. Auteur du texte,Hetzel (Paris),1867,"['Pagination multiple', 'Nombre total de vues :  690', 'application/epub+zip']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb354548735,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Ville de Paris / Fonds Heure joyeuse, 2013-373961",domaine public,Avec mode texte,bnf.fr,84,8,"Ville de Paris / Fonds Heure joyeuse, 2013-373961",monographie,99.99,text,Contes et romans populaires / Erckmann-Chatrian,1867,20/01/2014,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5469785x,2018-11-09,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5469785x,"Les ferments digestifs des leucocytes (protéase et lipase) : le zymodiagnostic, applications à la physiologie et à la pathologie générale, au diagnostic clinique et à la thérapeutique moderne / par Noël Fiessinger,... [et] Pierre-Louis Marie,...","['Fiessinger, Noël (1881-1946). Auteur du texte', 'Marie, Pierre Louis (Dr). Auteur du texte']",(Paris),1910,"['1 vol. (185 p.) ; in-16', 'Nombre total de vues :  198']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30883743b,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Sciences et techniques, 8-TD11-276",domaine public,Avec mode texte,bnf.fr,61,6,"Bibliothèque nationale de France, département Sciences et techniques, 8-TD11-276",monographie,97.43,text,"Les ferments digestifs des leucocytes (protéase et lipase) : le zymodiagnostic, applications à la physiologie et à la pathologie générale, au diagnostic clinique et à la thérapeutique moderne / par Noël Fiessinger,... [et] Pierre-Louis Marie,...",1910,30/12/2008,false
oai:bnf.fr:gallica/ark:/12148/bpt6k97650385,2018-10-26,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k97650385,"Recherches expérimentales et cliniques sur les atrophies des membres dans les affections chirurgicales (système musculaire et système osseux) : thèse présentée à la Faculté de médecine et de pharmacie de Lyon... / par Pierre-Louis-Gabriel Mondan,...","Mondan, Pierre-Louis-Gabriel (1856-1924). Auteur du texte",(Valence),1882,"['1 vol. (255 p.) ; in-4', 'Nombre total de vues :  268']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb369130925,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque de l'Université Claude Bernard Lyon 1, 2016-313996",domaine public,Avec mode texte,bnf.fr,61,6,"Bibliothèque de l'Université Claude Bernard Lyon 1, 2016-313996",monographie,99.31,text,"Recherches expérimentales et cliniques sur les atrophies des membres dans les affections chirurgicales (système musculaire et système osseux) : thèse présentée à la Faculté de médecine et de pharmacie de Lyon... / par Pierre-Louis-Gabriel Mondan,...",1882,15/02/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k64152p,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k64152p,"La soeur de Gribouille / par Mme la Ctesse de Ségur,...","Ségur, Sophie de (1799-1874). Auteur du texte",(Paris),1886,"['1 vol. (388-16 p.) : ill. ; in-16', 'Nombre total de vues :  410']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31347505n,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-16185",domaine public,"['Appartient à l’ensemble documentaire : UnivJeun0', 'Contient une table des matières']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-16185",monographie,80.57,text,"La soeur de Gribouille / par Mme la Ctesse de Ségur,...",1886,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3041252d,2019-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3041252d,"Samuel, roman sérieux, par M. Paul de Musset,...","Musset, Paul de (1804-1880). Auteur du texte",(Paris),1833,"['In-8° , 448 p., pl.', 'Nombre total de vues :  464']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999792c,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-55875",domaine public,Avec mode texte,bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, Y2-55875",monographie,77.36,text,"Samuel, roman sérieux, par M. Paul de Musset,...",1833,03/02/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k659346,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k659346,Autour de la table (Nouvelle édition) / par George Sand,"Sand, George (1804-1876). Auteur du texte",(Paris),1876,"['1 vol. (376 p.) ; in-16', 'Nombre total de vues :  383']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312938119,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-20297",domaine public,"['Collection : Bibliothèque contemporaine. Oeuvres complètes de George Sand', 'Collection : Bibliothèque contemporaine', 'Contient une table des matières']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-20297",monographie,91.3,text,Autour de la table (Nouvelle édition) / par George Sand,1876,15/10/2007,false
